"fullid"	"entid"	"bookid"	"PM5002Q01"	"PM5002Q02"	"PM5008Q01"	"PM5010Q01"	"PM5010Q02"	"PM5013Q01"	"PM5013Q03"	"PM5015Q02"	"PM5017Q02"	"PM5017Q03"	"PM5020Q02"	"PM5021Q01"	"PM5021Q02"	"PM5026Q01"	"PM5101Q01"	"PM5101Q02"	"PM5102Q01"	"PM5104Q01"	"PM5107Q01"	"PM5107Q02"	"PM5109Q01"	"PM5109Q02"	"PM5110Q01"	"PM5110Q02"	"PM5124Q01"	"PM5124Q02"	"PM5124Q03"	"PM5142Q01"	"PM5142Q02"	"PM5145Q01"	"PM5163Q01"	"PM5169Q01"	"PM5169Q02"	"PM5181Q02"	"PM5183Q01"	"PM5183Q02"	"PM5185Q01"	"PM5185Q02"	"PM5187Q01"	"PM5188Q01"	"PR6002Q01"	"PR6002Q02"	"PR6002Q04"	"PR6002Q05"	"PR6004Q01"	"PR6004Q05B"	"PR6004Q06"	"PR6008Q02"	"PR6008Q04"	"PR6008Q05"	"PR6010Q01"	"PR6010Q03"	"PR6010Q06"	"PR6010Q07"	"PR6011Q03"	"PR6011Q05"	"PR6011Q07"	"PR6013Q03"	"PR6013Q04"	"PR6013Q06"	"PR6014Q03"	"PR6014Q06"	"PR6014Q07"	"PR6015Q01"	"PR6015Q03"	"PR6015Q04"	"PR6015Q06"	"PR6017Q04"	"PR6017Q05"	"PR6017Q08"	"PR6017Q10"	"PR6017Q11"	"PR6018Q01"	"PR6018Q03"	"PR6018Q08"	"PR6018Q09"	"PR6023Q01"	"PR6023Q06"	"PR6023Q07"	"PR6023Q08"	"PR6026Q02"	"PR6026Q05"	"PR6027Q01"	"PR6027Q04"	"PR6027Q10"	"PS7000Q01"	"PS7000Q02"	"PS7002Q03"	"PS7002Q04"	"PS7012Q01"	"PS7012Q03"	"PS7012Q04"	"PS7013Q01"	"PS7013Q02"	"PS7014Q01"	"PS7014Q03"	"PS7017Q01"	"PS7017Q04"	"PS7018Q03"	"PS7018Q04"	"PS7020Q03"	"PS7020Q04"	"PS7021Q02"	"PS7021Q04"	"PS7201Q01"	"PS7201Q02"	"PS7201Q03"	"PS7205Q02"	"PS7208Q01"	"PS7208Q02"	"PS7211Q01"	"PS7211Q02"	"PS7212Q01"	"PS7212Q02"	"PS7212Q04"	"PS7215Q02"	"PS7215Q03"	"PS7216Q01"	"PS7216Q03"	"PS7217Q01"	"PS7217Q02"	"PS7220Q01"	"PS7220Q02"	"PS7220Q03"	"PS7221Q01"	"PS7221Q02"	"PS7221Q03"	"PS7221Q04"	"PS7222Q01"	"PS7222Q02"	"PS7222Q03"	"PS7224Q02"	"PS7228Q02"	"PS7228Q03"	"PS7228Q04"	"PS7230Q02"	"PS7230Q03"	"PS7231Q01"	"PS7231Q04"
90000001041	90000001	2	"3"	"2"	"7"	"122"	"0"	"1"	"1"	"7"	"7"	"7"	"1"	"2112"	"1"	"r"	"2"	"0"	"7"	"1"	"r"	"r"	"7"	"7"	"7"	"7"	"0"	"0"	"0"	"7"	"7"	"r"	"7"	"7"	"7"	"9"	"9"	"4"	"7"	"777"	"7"	"0"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"3"	"1"	"1"	"3"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"777"	"212"	"1"	"1"	"4"	"211"	"0"	"3"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"r"	"r"	"7"	"7777"	"r"	"r"	"121"	"121"	"7"	"7"	"7"	"r"	"7"	"7"	"7"	"777"	"r"	"r"	"r"	"r"	"r"	"4"	"2"	"77777"	"7"	"7"	"77"	"7"	"r"	"r"	"rrr"	"r"	"r"	"rrr"	"rr"	"rrr"	"r"	"r"	"r"	"77"	"7777"	"rr"	"rrr"
90000001042	90000001	3	"7"	"7"	"0"	"777"	"7"	"3"	"0"	"3"	"2"	"2"	"7"	"2112"	"1"	"0"	"2"	"0"	"1"	"3"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"9"	"0"	"0"	"1"	"4"	"212"	"3"	"7"	"1"	"1121"	"0"	"2"	"7"	"7"	"7"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"1"	"0"	"1"	"7"	"7"	"7"	"4"	"21121"	"0"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"2"	"3"	"4"	"1"	"777"	"777"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"777"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"77"	"7777"	"77"	"777"
90000001044	90000001	5	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"2"	"2121"	"1"	"3"	"0"	"0"	"4"	"0"	"0"	"9"	"2"	"0"	"2"	"1"	"3"	"1"	"1"	"0"	"3"	"4"	"1"	"22121"	"1"	"7"	"7"	"7"	"7"	"1"	"231"	"1"	"2"	"2"	"2112"	"0"	"2"	"1"	"2"	"3"	"5"	"1"	"121"	"112"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"4"	"9"	"7"	"7777"	"2"	"1"	"777"	"777"	"7"	"7"	"7"	"4"	"7"	"7"	"7"	"777"	"0"	"2"	"9"	"9"	"9"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"3"	"1"	"122"	"2"	"4"	"121"	"12"	"122"	"9"	"1"	"3"	"77"	"7777"	"12"	"212"
90000001045	90000001	6	"1"	"2"	"7"	"112"	"0"	"7"	"7"	"7"	"7"	"7"	"0"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"1"	"3"	"1112"	"0"	"1"	"7"	"7"	"7"	"0"	"1"	"1"	"1"	"0"	"2"	"0"	"2"	"0"	"1"	"7"	"7"	"7"	"1"	"11122"	"0"	"4"	"9"	"0"	"4"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"1"	"2"	"4"	"1"	"777"	"777"	"111"	"4"	"1"	"3"	"211"	"0"	"3"	"3"	"0"	"111"	"2"	"0"	"2"	"0"	"7"	"7"	"3"	"2122"	"7"	"7"	"112"	"212"	"0"	"2"	"0"	"7"	"9"	"1"	"1"	"212"	"7"	"7"	"7"	"7"	"7"	"3"	"0"	"22111"	"0"	"2"	"21"	"1"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"21"	"1111"	"77"	"777"
90000001046	90000001	7	"7"	"7"	"7"	"777"	"7"	"3"	"1"	"7"	"7"	"7"	"7"	"2112"	"0"	"0"	"4"	"0"	"7"	"1"	"1"	"9"	"7"	"7"	"7"	"7"	"0"	"0"	"9"	"7"	"7"	"9"	"7"	"7"	"7"	"9"	"1"	"4"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"1"	"0"	"4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"1"	"2"	"3"	"7"	"77777"	"7"	"7"	"7"	"7"	"7"	"4"	"131"	"0"	"1"	"1"	"1221"	"0"	"2"	"0"	"7"	"7"	"7"	"7"	"211"	"221"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"2"	"1"	"112"	"1"	"1"	"0"	"0"	"7"	"7"	"3"	"2118"	"7"	"7"	"777"	"777"	"9"	"3"	"0"	"7"	"3"	"0"	"1"	"112"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"11212"	"9"	"1"	"21"	"1"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"11"	"1122"	"77"	"777"
90000001048	90000001	2	"1"	"4"	"7"	"210"	"0"	"1"	"0"	"7"	"7"	"7"	"0"	"2112"	"0"	"0"	"1"	"0"	"7"	"2"	"0"	"0"	"7"	"7"	"7"	"7"	"1"	"9"	"1"	"7"	"7"	"0"	"7"	"7"	"7"	"0"	"0"	"4"	"7"	"777"	"7"	"1"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"3"	"1"	"0"	"3"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"777"	"212"	"1"	"1"	"1"	"212"	"0"	"4"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"4"	"0"	"7"	"7777"	"3"	"1"	"111"	"122"	"7"	"7"	"7"	"1"	"7"	"7"	"7"	"777"	"0"	"2"	"0"	"0"	"1"	"2"	"0"	"77777"	"7"	"7"	"77"	"7"	"3"	"1"	"212"	"2"	"4"	"121"	"11"	"212"	"1"	"0"	"3"	"77"	"7777"	"12"	"122"
90000001049	90000001	3	"7"	"7"	"9"	"777"	"7"	"2"	"1"	"9"	"3"	"2"	"7"	"2112"	"1"	"0"	"4"	"0"	"1"	"1"	"1"	"0"	"9"	"9"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"9"	"1"	"1"	"0"	"1"	"9"	"1"	"4"	"212"	"2"	"7"	"1"	"1122"	"9"	"3"	"7"	"7"	"7"	"0"	"1"	"1"	"2"	"0"	"2"	"0"	"3"	"0"	"1"	"7"	"7"	"7"	"1"	"21122"	"0"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"2"	"3"	"5"	"1"	"777"	"777"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"777"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"77"	"7777"	"77"	"777"
90000001050	90000001	4	"7"	"7"	"0"	"777"	"7"	"7"	"7"	"3"	"2"	"2"	"7"	"7777"	"7"	"7"	"7"	"7"	"1"	"7"	"7"	"7"	"0"	"9"	"1"	"0"	"7"	"7"	"7"	"1"	"1"	"7"	"0"	"0"	"0"	"7"	"7"	"7"	"4"	"212"	"1"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"777"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"2"	"0"	"212"	"4"	"0"	"2"	"0"	"4"	"0"	"2"	"2221"	"2"	"0"	"777"	"777"	"0"	"2"	"0"	"4"	"3"	"9"	"1"	"212"	"0"	"1"	"9"	"0"	"9"	"7"	"7"	"22112"	"0"	"1"	"12"	"4"	"3"	"1"	"212"	"2"	"1"	"121"	"12"	"112"	"0"	"1"	"4"	"12"	"1211"	"12"	"212"
90000001051	90000001	5	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"1"	"2111"	"1"	"4"	"1"	"0"	"4"	"0"	"1"	"0"	"4"	"9"	"3"	"1"	"2"	"1"	"1"	"9"	"2"	"3"	"1"	"22211"	"1"	"7"	"7"	"7"	"7"	"2"	"211"	"0"	"4"	"1"	"2211"	"0"	"1"	"1"	"2"	"4"	"4"	"1"	"121"	"121"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"4"	"9"	"7"	"7777"	"2"	"1"	"777"	"777"	"7"	"7"	"7"	"3"	"7"	"7"	"7"	"777"	"1"	"3"	"0"	"0"	"1"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"3"	"1"	"121"	"2"	"4"	"112"	"12"	"112"	"9"	"0"	"1"	"77"	"7777"	"11"	"111"
90000001052	90000001	6	"r"	"r"	"7"	"rrr"	"r"	"7"	"7"	"7"	"7"	"7"	"r"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"9"	"1"	"1121"	"1"	"3"	"7"	"7"	"7"	"0"	"9"	"1"	"3"	"0"	"4"	"1"	"3"	"1"	"1"	"7"	"7"	"7"	"1"	"22121"	"1"	"3"	"0"	"1"	"3"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"2"	"3"	"5"	"1"	"777"	"777"	"211"	"1"	"9"	"3"	"211"	"9"	"3"	"3"	"1"	"112"	"4"	"1"	"2"	"9"	"7"	"7"	"9"	"9999"	"7"	"7"	"112"	"221"	"9"	"9"	"9"	"7"	"3"	"9"	"1"	"112"	"7"	"7"	"7"	"7"	"7"	"9"	"9"	"22112"	"9"	"1"	"12"	"1"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"21"	"1121"	"77"	"777"
90000001053	90000001	7	"7"	"7"	"7"	"777"	"7"	"1"	"9"	"7"	"7"	"7"	"7"	"2112"	"1"	"0"	"9"	"1"	"7"	"1"	"0"	"9"	"7"	"7"	"7"	"7"	"1"	"9"	"9"	"7"	"7"	"9"	"7"	"7"	"7"	"9"	"9"	"4"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"1"	"1"	"4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"9"	"9"	"9"	"7"	"77777"	"7"	"7"	"7"	"7"	"7"	"2"	"231"	"1"	"2"	"4"	"2211"	"1"	"2"	"0"	"7"	"7"	"7"	"7"	"211"	"222"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"2"	"1"	"112"	"3"	"1"	"2"	"0"	"7"	"7"	"2"	"2121"	"7"	"7"	"777"	"777"	"0"	"3"	"0"	"7"	"1"	"1"	"1"	"112"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"22112"	"9"	"1"	"12"	"4"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"11"	"9111"	"77"	"777"
90000001054	90000001	1	"3"	"3"	"1"	"211"	"1"	"7"	"7"	"4"	"2"	"2"	"1"	"7777"	"7"	"7"	"7"	"7"	"3"	"7"	"7"	"7"	"9"	"9"	"1"	"0"	"7"	"7"	"7"	"1"	"1"	"7"	"1"	"1"	"1"	"7"	"7"	"7"	"3"	"212"	"2"	"1"	"7"	"7777"	"7"	"7"	"1"	"0"	"4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"1"	"3"	"1"	"7"	"77777"	"7"	"3"	"1"	"1"	"3"	"2"	"231"	"1"	"2"	"1"	"2211"	"1"	"2"	"1"	"7"	"7"	"7"	"7"	"121"	"122"	"212"	"1"	"1"	"4"	"211"	"1"	"3"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"111"	"111"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"4"	"1"	"77777"	"7"	"7"	"77"	"7"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"77"	"7777"	"77"	"777"
90000001055	90000001	2	"2"	"2"	"7"	"211"	"0"	"2"	"1"	"7"	"7"	"7"	"0"	"2112"	"0"	"0"	"3"	"1"	"7"	"1"	"0"	"0"	"7"	"7"	"7"	"7"	"1"	"0"	"0"	"7"	"7"	"9"	"7"	"7"	"7"	"0"	"9"	"1"	"7"	"777"	"7"	"1"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"3"	"0"	"0"	"3"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"777"	"212"	"1"	"0"	"2"	"221"	"0"	"3"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"r"	"r"	"7"	"7777"	"2"	"1"	"121"	"211"	"7"	"7"	"7"	"3"	"7"	"7"	"7"	"777"	"9"	"2"	"9"	"r"	"r"	"4"	"0"	"77777"	"7"	"7"	"77"	"7"	"3"	"1"	"112"	"2"	"4"	"112"	"12"	"112"	"r"	"r"	"r"	"77"	"7777"	"rr"	"rrr"
90000001056	90000001	3	"7"	"7"	"9"	"777"	"7"	"2"	"0"	"3"	"2"	"2"	"7"	"1112"	"1"	"9"	"4"	"0"	"1"	"1"	"1"	"0"	"1"	"9"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"9"	"1"	"1"	"9"	"0"	"9"	"9"	"4"	"112"	"3"	"7"	"r"	"rrrr"	"r"	"r"	"7"	"7"	"7"	"1"	"1"	"1"	"3"	"9"	"2"	"0"	"2"	"0"	"1"	"7"	"7"	"7"	"9"	"rrrrr"	"r"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"2"	"3"	"5"	"1"	"777"	"777"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"777"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"77"	"7777"	"77"	"777"
90000001058	90000001	5	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"2"	"2111"	"0"	"3"	"1"	"1"	"4"	"1"	"1"	"1"	"2"	"1"	"3"	"1"	"3"	"0"	"1"	"0"	"3"	"1"	"1"	"22111"	"0"	"7"	"7"	"7"	"7"	"2"	"231"	"1"	"2"	"2"	"2211"	"1"	"2"	"0"	"2"	"3"	"5"	"1"	"121"	"212"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"1"	"1"	"7"	"7777"	"2"	"1"	"777"	"777"	"7"	"7"	"7"	"4"	"7"	"7"	"7"	"777"	"0"	"2"	"0"	"0"	"0"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"3"	"1"	"112"	"2"	"4"	"122"	"12"	"121"	"1"	"0"	"3"	"77"	"7777"	"22"	"212"
90000001060	90000001	7	"7"	"7"	"7"	"777"	"7"	"2"	"0"	"7"	"7"	"7"	"7"	"2112"	"1"	"r"	"9"	"0"	"7"	"1"	"0"	"1"	"7"	"7"	"7"	"7"	"1"	"9"	"0"	"7"	"7"	"9"	"7"	"7"	"7"	"1"	"9"	"9"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"1"	"0"	"4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"1"	"3"	"1"	"7"	"77777"	"7"	"7"	"7"	"7"	"7"	"2"	"131"	"1"	"2"	"2"	"2211"	"1"	"2"	"1"	"7"	"7"	"7"	"7"	"121"	"222"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"1"	"1"	"112"	"4"	"1"	"2"	"0"	"7"	"7"	"1"	"2112"	"7"	"7"	"777"	"777"	"1"	"2"	"0"	"7"	"1"	"1"	"1"	"112"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"22112"	"2"	"1"	"11"	"4"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"11"	"1111"	"77"	"777"
90000001061	90000001	1	"3"	"4"	"1"	"911"	"0"	"7"	"7"	"4"	"4"	"2"	"0"	"7777"	"7"	"7"	"7"	"7"	"3"	"7"	"7"	"7"	"0"	"0"	"0"	"0"	"7"	"7"	"7"	"1"	"1"	"7"	"1"	"0"	"0"	"7"	"7"	"7"	"4"	"112"	"2"	"1"	"7"	"7777"	"7"	"7"	"1"	"1"	"4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"1"	"4"	"1"	"7"	"77777"	"7"	"3"	"1"	"0"	"4"	"2"	"211"	"1"	"4"	"2"	"9911"	"1"	"2"	"0"	"7"	"7"	"7"	"7"	"119"	"199"	"212"	"1"	"1"	"2"	"211"	"0"	"3"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"221"	"121"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"4"	"1"	"77777"	"7"	"7"	"77"	"7"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"77"	"7777"	"77"	"777"
90000001062	90000001	2	"3"	"4"	"7"	"211"	"1"	"2"	"1"	"7"	"7"	"7"	"9"	"2112"	"1"	"9"	"9"	"9"	"7"	"2"	"1"	"2"	"7"	"7"	"7"	"7"	"1"	"9"	"9"	"7"	"7"	"9"	"7"	"7"	"7"	"9"	"2"	"4"	"7"	"777"	"7"	"1"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"3"	"0"	"1"	"3"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"777"	"112"	"1"	"0"	"3"	"221"	"0"	"4"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"r"	"r"	"7"	"7777"	"2"	"9"	"111"	"211"	"7"	"7"	"7"	"1"	"7"	"7"	"7"	"777"	"9"	"2"	"9"	"9"	"r"	"4"	"0"	"77777"	"7"	"7"	"77"	"7"	"3"	"1"	"221"	"2"	"1"	"122"	"21"	"122"	"0"	"9"	"3"	"77"	"7777"	"rr"	"rrr"
90000001063	90000001	3	"7"	"7"	"0"	"777"	"7"	"2"	"0"	"3"	"2"	"2"	"7"	"2112"	"0"	"0"	"3"	"0"	"1"	"1"	"0"	"0"	"0"	"9"	"1"	"9"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"4"	"4"	"212"	"2"	"7"	"1"	"2112"	"1"	"1"	"7"	"7"	"7"	"0"	"1"	"0"	"1"	"0"	"3"	"0"	"2"	"0"	"1"	"7"	"7"	"7"	"1"	"12121"	"1"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"2"	"3"	"4"	"1"	"777"	"777"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"777"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"7"	"7"	"777"	"7"	"7"	"777"	"77"	"777"	"7"	"7"	"7"	"77"	"7777"	"77"	"777"
90000001064	90000001	4	"7"	"7"	"1"	"777"	"7"	"7"	"7"	"1"	"2"	"2"	"7"	"7777"	"7"	"7"	"7"	"7"	"2"	"7"	"7"	"7"	"0"	"0"	"0"	"0"	"7"	"7"	"7"	"1"	"1"	"7"	"1"	"1"	"0"	"7"	"7"	"7"	"4"	"211"	"2"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"77777"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"777"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"2"	"0"	"112"	"2"	"1"	"2"	"0"	"4"	"0"	"1"	"2111"	"4"	"0"	"777"	"777"	"0"	"3"	"0"	"4"	"3"	"0"	"1"	"211"	"0"	"1"	"0"	"0"	"0"	"7"	"7"	"22112"	"1"	"2"	"12"	"3"	"3"	"1"	"122"	"2"	"4"	"211"	"12"	"122"	"0"	"0"	"3"	"12"	"2121"	"11"	"122"
90000001065	90000001	5	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7777"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"1"	"2111"	"1"	"2"	"1"	"0"	"4"	"0"	"1"	"1"	"2"	"0"	"3"	"1"	"2"	"0"	"1"	"1"	"3"	"1"	"4"	"21211"	"1"	"7"	"7"	"7"	"7"	"2"	"231"	"1"	"4"	"2"	"2211"	"0"	"1"	"9"	"2"	"3"	"5"	"1"	"121"	"212"	"777"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"777"	"7"	"7"	"7"	"7"	"1"	"1"	"7"	"7777"	"2"	"1"	"777"	"777"	"7"	"7"	"7"	"4"	"7"	"7"	"7"	"777"	"0"	"3"	"0"	"1"	"0"	"7"	"7"	"77777"	"7"	"7"	"77"	"7"	"3"	"1"	"212"	"2"	"4"	"111"	"12"	"112"	"0"	"1"	"3"	"77"	"7777"	"12"	"211"
