"fullid"	"entid"	"stidstrt"	"stidsch"	"stidstd"	"SchName"	"Fname"	"ST001Q01_15"	"ST002Q01_15"	"ST003Q01_15"	"ST003Q02_15"	"ST003Q03_15"	"ST004Q01_15"	"ST126Q01_15"	"ST127Q01_15"	"ST127Q02_15"	"ST127Q03_15"	"ST014Q01_15"	"ST014Q02_15"	"ST005Q01_15"	"ST006Q01_15"	"ST006Q02_15"	"ST006Q03_15"	"ST006Q04_15"	"ST015Q01_15"	"ST015Q02_15"	"ST007Q01_15"	"ST008Q01_15"	"ST008Q02_15"	"ST008Q03_15"	"ST008Q04_15"	"ST019Q01_15"	"ST019Q02_15"	"ST019Q03_15"	"COB_S"	"COB_M"	"COB_F"	"ST021Q01_15"	"ST022Q01_15"	"LANGHOME"	"ST011Q01_15"	"ST011Q02_15"	"ST011Q03_15"	"ST011Q04_15"	"ST011Q05_15"	"ST011Q06_15"	"ST011Q07_15"	"ST011Q08_15"	"ST011Q09_15"	"ST011Q010_15"	"ST011Q011_15"	"ST011Q012_15"	"ST011Q013_15"	"ST011Q014_15"	"ST011Q015_15"	"ST011Q016_15"	"ST012Q01_15"	"ST012Q02_15"	"ST012Q03_15"	"ST012Q04_15"	"ST012Q05_15"	"ST012Q06_15"	"ST012Q07_15"	"ST012Q08_15"	"ST013Q01_15"	"ST88Q01_12"	"ST88Q02_12"	"ST88Q03_12"	"ST88Q04_12"	"ST86Q01_12"	"ST86Q02_12"	"ST86Q03_12"	"ST86Q04_12"	"ST86Q05_12"	"ST55Q01_12"	"ST55Q02_12"	"ST55Q03_12"	"ST55Q04_12"	"ST41Q01_9"	"ST41Q02_9"	"ST41Q03_9"	"ST41Q04_9"	"ST41Q05_9"	"ST41Q06_9"	"ST42Q01_9"	"ST42Q02_9"	"ST42Q03_9"	"ST42Q04_9"	"ST42Q05_9"	"ST25Q01_9"	"ST25Q02_9"	"ST25Q03_9"	"ST25Q04_9"	"ST25Q05_9"	"ST81Q01_12"	"ST81Q02_12"	"ST81Q03_12"	"ST81Q04_12"	"ST81Q05_12"	"ST29Q01_12"	"ST29Q02_12"	"ST29Q03_12"	"ST29Q04_12"	"ST29Q05_12"	"ST29Q06_12"	"ST29Q07_12"	"ST29Q08_12"	"ST37Q01_12"	"ST37Q02_12"	"ST37Q03_12"	"ST37Q04_12"	"ST37Q05_12"	"ST37Q06_12"	"ST37Q07_12"	"ST37Q08_12"	"ST36Q01_09"	"ST36Q02_09"	"ST36Q03_09"	"ST36Q04_09"	"ST36Q05_09"	"ST063Q01_15"	"ST063Q02_15"	"ST063Q03_15"	"ST063Q04_15"	"ST063Q05_15"	"ST063Q06_15"	"ST065Q01_15"	"ST129Q01_15"	"ST129Q02_15"	"ST129Q03_15"	"ST129Q04_15"	"ST129Q05_15"	"ST129Q06_15"	"ST129Q07_15"	"ST129Q08_15"	"ST097Q01_15"	"ST097Q02_15"	"ST097Q03_15"	"ST097Q04_15"	"ST097Q05_15"	"ST113Q01_15"	"ST113Q02_15"	"ST113Q03_15"	"ST113Q04_15"	"ST114Q01_15"	"ST103Q01_15"	"ST103Q02_15"	"ST103Q03_15"	"ST103Q04_15"	"ST107Q01_15"	"ST107Q02_15"	"ST107Q03_15"	"ST131Q01_15"	"ST131Q02_15"	"ST131Q03_15"	"ST131Q04_15"	"ST131Q05_15"	"ST131Q06_15"	"ST131Q07_15"	"ST27Q01_6"	"ST27Q02_6"	"ST27Q03_6"	"ST27Q04_6"	"LANG"	"OCIN1"	"OCIN2"	"OCOD1"	"OCOD2"	"Age"	"nationality"	"BFMJ2"	"BMMJ1"	"DISCLIM"	"DISCLIMA"	"DISCLIMS"	"ESCS"	"FAMSTRUC"	"FISCED"	"HISCED"	"HISEI"	"HOMEPOS"	"IMMIG"	"INSTMOT"	"INSTSCIE"	"MATHEFF"	"SCIEEFF"	"METASUM"	"MISCED"	"PARED"	"SCIEEFF"	"STUDREL"	"UNDREM"	"WEALTH"	"pv1math"	"pv2math"	"pv3math"	"pv4math"	"pv5math"	"pv1read"	"pv2read"	"pv3read"	"pv4read"	"pv5read"	"pv1scie"	"pv2scie"	"pv3scie"	"pv4scie"	"pv5scie"	"bookid"	"W_FSTUWT"	"W_FSTR1"	"W_FSTR2"	"W_FSTR3"	"W_FSTR4"	"W_FSTR5"	"W_FSTR6"	"W_FSTR7"	"W_FSTR8"	"W_FSTR9"	"W_FSTR10"	"W_FSTR11"	"W_FSTR12"	"W_FSTR13"	"W_FSTR14"	"W_FSTR15"	"W_FSTR16"	"W_FSTR17"	"W_FSTR18"	"W_FSTR19"	"W_FSTR20"	"W_FSTR21"	"W_FSTR22"	"W_FSTR23"	"W_FSTR24"	"W_FSTR25"	"W_FSTR26"	"W_FSTR27"	"W_FSTR28"	"W_FSTR29"	"W_FSTR30"	"W_FSTR31"	"W_FSTR32"	"W_FSTR33"	"W_FSTR34"	"W_FSTR35"	"W_FSTR36"	"W_FSTR37"	"W_FSTR38"	"W_FSTR39"	"W_FSTR40"	"W_FSTR41"	"W_FSTR42"	"W_FSTR43"	"W_FSTR44"	"W_FSTR45"	"W_FSTR46"	"W_FSTR47"	"W_FSTR48"	"W_FSTR49"	"W_FSTR50"	"W_FSTR51"	"W_FSTR52"	"W_FSTR53"	"W_FSTR54"	"W_FSTR55"	"W_FSTR56"	"W_FSTR57"	"W_FSTR58"	"W_FSTR59"	"W_FSTR60"	"W_FSTR61"	"W_FSTR62"	"W_FSTR63"	"W_FSTR64"	"W_FSTR65"	"W_FSTR66"	"W_FSTR67"	"W_FSTR68"	"W_FSTR69"	"W_FSTR70"	"W_FSTR71"	"W_FSTR72"	"W_FSTR73"	"W_FSTR74"	"W_FSTR75"	"W_FSTR76"	"W_FSTR77"	"W_FSTR78"	"W_FSTR79"	"W_FSTR80"
90000001015	90000001	NA	90000001	15	"EAESE SANTA COLOMA"	"andorra"	4	1	27	8	2002	1	5	1	1	NA	"9504"	NA	1	2	2	1	2	"5220"	NA	1	2	2	2	1	1	2	3	NA	NA	NA	NA	160	NA	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	4	4	3	4	3	3	1	1	1	3	4	2	1	2	2	2	2	2	1	1	1	3	2	2	5	5	6	3	4	2	5	5	5	3	1	4	1	3	4	3	3	4	4	2	1	2	2	1	1	1	2	2	2	2	3	2	2	2	3	3	4	4	4	4	2	2	2	2	1	1	"ciencias fisicas"	3	2	3	3	2	2	2	3	4	4	4	4	4	1	1	1	2	"veterinaria"	3	3	3	3	3	2	3	1	3	3	NA	3	3	3	2	2	2	2	NA	NA	NA	NA	NA	15.75	NA	NA	NA	0.81397136	1.266109825	2.640022367	-0.849170323398175	NA	4	5	-1.00227479526843	-0.001639599	NA	1.04884686	1.335823015	-0.480496553	-0.398131727	0.493	5	-0.275974025974026	-0.398131727	-0.053359481	1.413	NA	609.093670881918	608.660758384023	609.01702012728	601.935108331083	592.561608196437	496.345239104273	490.786273193335	497.688076567295	489.474656548731	502.030374865693	472.396616111674	489.277126320256	483.506007550906	464.162339350076	486.611750113809	4	1	0.5	0.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5
90000001016	90000001	NA	90000001	16	"EAESE SANTA COLOMA"	"andorra"	4	1	24	1	2002	1	6	1	1	NA	"3340"	NA	1	2	2	1	1	"1212"	NA	1	2	2	1	1	1	1	4	NA	NA	NA	NA	160	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	4	3	4	4	4	1	4	4	3	4	2	1	3	4	3	3	2	1	2	1	1	1	3	3	5	5	6	3	1	6	6	6	5	1	4	3	4	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	8	3	3	3	2	1	2	2	1	2	1	1	NA	2	1	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	"economista"	2	1	3	2	2	2	2	1	1	1	NA	1	1	1	3	3	1	2	NA	NA	NA	NA	NA	16.3333333333333	NA	NA	NA	-1.396532902	-0.778629394	-1.220155736	1.17341391484228	NA	5	5	1.05959963603276	2.594926496	NA	1.534777315	1.763167333	2.002666979	1.487287512	0.493	5	-0.275974025974026	1.487287512	-1.428917781	-0.057	NA	463.453034483277	472.14239302412	467.516068062149	475.59962259329	472.14239302412	516.424105715947	516.424105715947	511.013605637661	505.929907143679	516.898353609336	549.160341842172	545.249610185312	545.249610185312	543.512102611267	557.356382573256	5	1	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5
90000001017	90000001	NA	90000001	17	"EAESE SANTA COLOMA"	"andorra"	4	1	2	4	2002	2	6	1	1	NA	"2340"	NA	2	2	2	1	2	"9129"	NA	3	9	9	9	9	1	1	1	NA	NA	NA	NA	160	NA	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	4	2	2	4	2	4	2	3	5	3	3	2	1	2	2	2	2	2	1	1	1	1	3	4	4	6	5	4	5	4	4	6	5	4	1	2	2	5	2	2	3	3	3	2	1	2	2	1	2	1	4	1	1	1	1	1	1	1	2	3	3	3	3	3	9	9	9	9	9	9	NA	1	1	2	1	1	1	1	1	3	3	3	3	3	1	1	1	2	"ingeniero forestal"	2	2	3	2	2	2	2	4	4	4	NA	4	3	4	4	4	4	4	NA	NA	NA	NA	NA	16.0833333333333	NA	NA	NA	-0.52086493	0.025735217	0.07098683	0.128583055273882	NA	2	5	0.907643312101911	0.22626933	NA	0.451099997	1.335823015	1.507498876	2.30295958	0.493	5	-0.275974025974026	2.30295958	-0.053359481	0.678	NA	516.338667922602	520.492009468617	511.197305676418	514.059092707763	514.11598841481	540.653438684012	541.048653672548	551.232194206499	539.769946093901	550.103513620789	537.731283580457	539.036604518981	543.512102611267	534.377080074151	536.629637309422	6	1	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5
90000001018	90000001	NA	90000001	18	"EAESE SANTA COLOMA"	"andorra"	4	1	28	5	2002	2	6	1	1	NA	"7516"	NA	3	2	2	2	2	"7516"	NA	3	2	2	2	2	1	11	4	NA	NA	NA	NA	608	NA	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	4	2	3	4	3	4	1	2	6	2	2	1	2	2	2	3	2	2	1	1	1	1	5	5	1	5	5	1	4	3	3	6	6	2	1	3	2	3	2	2	3	3	2	3	2	3	3	2	2	2	2	2	1	1	1	3	1	3	1	3	3	4	4	4	9	9	1	9	9	2	"fisica"	3	1	3	3	3	3	2	3	2	1	4	3	2	3	3	2	2	"informatica"	3	1	3	3	2	3	3	4	4	4	NA	4	4	3	2	2	2	2	NA	NA	NA	NA	NA	16	NA	NA	NA	-0.705917471	0.930078079	-0.650226373	-1.31645729205322	NA	2	2	-1.1164695177434	0.772227816	NA	0.044455276	-0.269613157	0.362558588	-0.565134537	0.917	2	-1.89935064935065	-0.565134537	-0.476436589	-1.16	NA	376.579653498492	371.961200319689	368.161957429025	373.979510217722	374.510404896645	368.556933170953	363.90169335507	363.568739834608	363.956293944675	363.568739834608	425.667575040032	436.588381935908	430.014009896459	439.381732895512	431.551315006837	7	1	1.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5
90000001019	90000001	NA	90000001	19	"EAESE SANTA COLOMA"	"andorra"	4	1	11	12	2002	2	6	1	1	NA	"2266"	NA	2	2	1	2	2	"2330"	NA	2	2	1	2	2	1	11	2	NA	NA	NA	NA	160	NA	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	3	3	4	3	3	1	4	5	3	4	1	1	3	1	2	1	1	1	1	1	1	6	5	3	4	6	2	5	2	6	6	6	1	1	2	2	5	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	3	3	2	1	3	4	9	9	9	9	1	1	"cfn"	1	2	2	1	1	1	2	3	4	1	3	4	2	1	1	1	1	"veterinaria"	3	2	4	4	4	3	2	2	3	4	NA	4	3	4	1	3	1	2	NA	NA	NA	NA	NA	15.4166666666667	NA	NA	NA	-1.916184757	-0.549085819	-0.324953086	1.15563137282476	NA	6	6	1.40627843494086	0.914846449	NA	1.534777315	1.763167333	0.362558588	0.955249134	0.493	6	0.86038961038961	0.955249134	0.739566272	-0.425	NA	611.292345795247	604.870332318553	597.720702790334	597.720702790334	614.734720804192	584.991456532506	590.82160238984	600.622124184152	609.793010394129	592.704626097795	480.042794520127	482.509452372203	486.452483433258	485.635651840314	477.262092699443	1	1	1.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5
90000001020	90000001	NA	90000001	20	"EAESE SANTA COLOMA"	"andorra"	4	1	29	3	2002	2	6	1	1	NA	"9411"	NA	1	2	2	2	1	"9411"	NA	1	2	2	2	1	10	10	10	NA	NA	NA	5	156	NA	1	1	1	1	2	1	2	2	1	1	2	1	2	1	1	2	4	2	1	4	3	4	1	1	1	3	4	2	1	3	2	2	2	1	1	1	1	1	5	2	5	6	6	5	5	1	6	5	6	1	1	1	1	1	3	2	4	4	3	3	1	3	3	1	1	1	1	2	2	2	2	3	3	2	3	4	3	4	4	4	1	1	1	2	1	1	"fisica"	3	2	2	3	2	3	3	3	4	3	4	4	3	1	1	1	2	"arquitecto"	3	2	4	3	3	3	2	3	3	3	NA	3	3	3	4	4	3	4	NA	NA	NA	NA	NA	16.1666666666667	NA	NA	NA	0.208535009	1.266109825	1.019069483	-1.51698671817204	NA	4	4	-1.59235668789809	-0.604777954	NA	1.534777315	1.335823015	-0.632359598	-0.565134537	0.069	4	-0.600649350649351	-0.565134537	-0.053359481	0.678	NA	362.283416908591	360.879188056107	376.652778230873	373.891448252629	365.59272208905	509.971879389111	511.013605637661	509.28259727033	525.19811033321	511.432110336129	496.552829290489	486.611750113809	496.552829290489	486.452483433258	481.952054006959	2	1	0.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5
90000001021	90000001	NA	90000001	21	"EAESE SANTA COLOMA"	"andorra"	4	1	30	9	2002	2	5	1	1	NA	"3334"	NA	1	9	9	9	9	"2513"	NA	1	9	9	9	9	1	2	2	NA	NA	NA	NA	160	NA	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	3	2	3	4	3	2	2	2	3	2	3	3	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	5	1	1	1	1	3	3	4	3	4	3	4	4	4	4	2	4	2	2	3	2	2	3	3	3	3	4	4	4	4	9	2	1	2	1	1	"la tierra y el espa"	4	1	4	4	2	3	1	4	4	3	4	4	4	4	4	4	3	"programador"	3	1	4	2	3	4	3	4	4	3	NA	2	3	3	3	2	2	2	NA	NA	NA	NA	NA	15.6666666666667	NA	NA	NA	-0.310260558	1.266109825	1.413038338	-0.0635988699046331	NA	4	4	1.05368516833485	-0.048911916	NA	-1.310895284	-1.579807302	-0.782231041	-0.896979297	0.493	4	-0.600649350649351	-0.896979297	0.391110473	-1.895	NA	428.280208105015	434.624466499922	428.074484357746	429.128622932067	434.458978828148	414.635521920843	413.580079503161	420.190214608172	411.176791439888	422.721818197694	494.737341761148	489.277126320256	486.611750113809	496.410073079829	485.490286635901	3	1	0.5	0.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5
90000001022	90000001	NA	90000001	22	"EAESE SANTA COLOMA"	"andorra"	4	1	29	6	2002	1	6	1	1	NA	"3340"	NA	3	9	9	1	9	"1120"	NA	3	9	9	1	9	1	1	1	NA	NA	NA	NA	160	NA	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	4	3	4	4	4	4	1	4	5	2	4	1	1	2	3	2	2	2	1	1	1	1	2	4	4	5	6	3	6	5	6	6	6	1	1	2	5	2	3	2	3	2	3	3	3	3	3	1	2	2	2	1	1	2	1	1	1	2	3	4	4	3	4	4	9	1	1	1	1	1	"naturales"	2	1	1	2	3	2	3	3	3	3	3	3	3	2	2	1	2	"oncologia"	4	3	4	4	3	4	4	3	4	4	NA	4	4	4	3	3	3	3	NA	NA	NA	NA	NA	15.9166666666667	NA	NA	NA	-0.52086493	1.266109825	0.07098683	1.04516267389383	NA	5	5	0.857142857142857	2.510957733	NA	0.044455276	0.800895408	0.569933314	0.128679948	-0.355	5	-0.275974025974026	0.128679948	-0.476436589	1.046	NA	405.789872663644	413.675011245606	410.190749987593	403.703710161788	411.176515712168	460.069600602458	459.388449211882	460.069600602458	447.795640998057	447.795640998057	468.171596404671	464.534390211126	467.354059721943	473.557724267136	461.031813111328	4	1	1.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	0.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	1.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5
90000001023	90000001	NA	90000001	23	"EAESE SANTA COLOMA"	"andorra"	4	1	4	4	2002	1	6	1	1	NA	"3257"	NA	1	2	2	2	2	"5412"	NA	1	2	2	2	2	1	1	1	NA	NA	NA	NA	160	NA	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	3	3	3	4	3	4	3	4	3	3	4	1	2	2	2	2	2	2	1	1	1	3	3	4	5	5	5	2	5	3	6	5	6	3	2	4	3	2	2	2	2	3	2	2	1	3	2	1	1	1	1	2	2	2	2	2	2	2	3	3	3	4	4	3	9	2	9	9	1	1	"cfn"	1	1	2	2	1	2	1	2	3	3	4	4	3	1	1	1	1	"veterinaria"	2	1	3	3	3	3	2	3	3	3	NA	4	3	3	3	2	2	3	NA	NA	NA	NA	NA	16.0833333333333	NA	NA	NA	-0.876404801	0.644079757	0.656573091	0.0663973676868134	NA	4	4	0.261601455868972	1.158156359	NA	1.534777315	1.763167333	-0.325501654	1.204056491	0.069	4	-0.600649350649351	1.204056491	-0.053359481	1.413	NA	452.615593345914	452.615593345914	455.26976837861	460.865608226057	459.10642619063	533.642073631265	539.769946093901	527.69025923079	539.74810401649	533.862168539469	581.360076893754	582.991356435142	594.904125661686	588.327317942677	602.724007592814	5	1	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5
90000001024	90000001	NA	90000001	24	"EAESE SANTA COLOMA"	"andorra"	4	1	2	7	2002	1	6	1	1	NA	"2610"	NA	3	9	9	1	9	"7130"	NA	3	9	9	9	9	1	1	1	NA	NA	NA	NA	156	NA	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	4	4	3	4	2	3	1	2	3	2	4	2	1	2	4	4	4	3	1	1	1	2	3	1	3	6	6	4	4	1	6	6	6	3	1	1	1	3	1	1	1	1	1	4	2	4	4	3	3	3	2	1	1	2	1	1	2	3	3	3	4	3	3	4	1	1	1	1	1	1	"la tierra y el espa"	1	1	1	2	1	3	1	3	4	4	3	4	4	3	2	2	3	"trabajadora social"	4	1	4	3	3	4	4	4	3	4	NA	4	3	3	2	2	2	2	NA	NA	NA	NA	NA	15.8333333333333	NA	NA	NA	-2.502988364	0.644079757	1.500454556	0.421926834434379	NA	2	5	1.53002729754322	0.239100568	NA	-0.627291422	-0.269613157	0.174702868	0.955249134	0.493	5	-0.275974025974026	0.955249134	-1.850688556	0.678	NA	458.604833506462	444.411450247646	454.101373197716	454.101373197716	453.962852000551	363.003078589242	374.28078220665	367.573530657266	363.956293944675	363.003078589242	427.858555226346	431.551315006837	419.944412583211	431.551315006837	428.211534428987	6	1	0.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5
90000001025	90000001	NA	90000001	25	"EAESE SANTA COLOMA"	"andorra"	4	1	18	11	2002	2	5	1	1	NA	"3344"	NA	4	2	2	2	2	"9997"	NA	1	9	1	1	9	2	1	1	NA	NA	NA	0	156	NA	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	4	2	4	2	3	4	2	3	4	2	3	3	2	3	2	1	1	1	3	3	3	1	2	2	2	4	4	2	3	2	1	1	1	2	2	1	2	1	2	2	3	2	4	3	2	2	2	2	1	2	2	2	1	2	2	3	3	4	2	3	3	1	1	1	1	1	1	NA	2	2	3	2	2	2	3	2	2	2	1	2	2	2	2	2	8	"estudiar magisterio"	4	3	4	4	3	4	3	8	3	3	NA	3	3	3	1	1	1	1	NA	NA	NA	NA	NA	15.5	NA	NA	NA	-1.396532902	0.025735217	-1.305231192	0.298407649794366	NA	6	6	0.295268425841674	0.081130152	NA	0.044455276	0.361039687	-0.000142691	-0.052847823	-1.627	1	0.86038961038961	-0.052847823	-1.015971071	-1.895	NA	420.432998469827	411.776084118001	413.331672483494	422.2473866857	410.190749987593	459.388449211882	459.388449211882	450.002127510135	450.980099447806	451.79937698909	480.042794520127	469.243318637253	457.96110440174	475.58954393833	477.81351621698	7	1	0.5	0.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5
