"fullid"	"entid"	"stidstrt"	"stidsch"	"stidstd"	"SchName"	"Fname"	"ST001Q01_15"	"ST002Q01_15"	"ST003Q01_15"	"ST003Q02_15"	"ST003Q03_15"	"ST004Q01_15"	"ST126Q01_15"	"ST127Q01_15"	"ST127Q02_15"	"ST127Q03_15"	"ST014Q01_15"	"ST014Q02_15"	"ST005Q01_15"	"ST006Q01_15"	"ST006Q02_15"	"ST006Q03_15"	"ST006Q04_15"	"ST015Q01_15"	"ST015Q02_15"	"ST007Q01_15"	"ST008Q01_15"	"ST008Q02_15"	"ST008Q03_15"	"ST008Q04_15"	"ST019Q01_15"	"ST019Q02_15"	"ST019Q03_15"	"COB_S"	"COB_M"	"COB_F"	"ST021Q01_15"	"ST022Q01_15"	"LANGHOME"	"ST011Q01_15"	"ST011Q02_15"	"ST011Q03_15"	"ST011Q04_15"	"ST011Q05_15"	"ST011Q06_15"	"ST011Q07_15"	"ST011Q08_15"	"ST011Q09_15"	"ST011Q010_15"	"ST011Q011_15"	"ST011Q012_15"	"ST011Q013_15"	"ST011Q014_15"	"ST011Q015_15"	"ST011Q016_15"	"ST012Q01_15"	"ST012Q02_15"	"ST012Q03_15"	"ST012Q04_15"	"ST012Q05_15"	"ST012Q06_15"	"ST012Q07_15"	"ST012Q08_15"	"ST013Q01_15"	"ST88Q01_12"	"ST88Q02_12"	"ST88Q03_12"	"ST88Q04_12"	"ST86Q01_12"	"ST86Q02_12"	"ST86Q03_12"	"ST86Q04_12"	"ST86Q05_12"	"ST55Q01_12"	"ST55Q02_12"	"ST55Q03_12"	"ST55Q04_12"	"ST41Q01_9"	"ST41Q02_9"	"ST41Q03_9"	"ST41Q04_9"	"ST41Q05_9"	"ST41Q06_9"	"ST42Q01_9"	"ST42Q02_9"	"ST42Q03_9"	"ST42Q04_9"	"ST42Q05_9"	"ST25Q01_9"	"ST25Q02_9"	"ST25Q03_9"	"ST25Q04_9"	"ST25Q05_9"	"ST81Q01_12"	"ST81Q02_12"	"ST81Q03_12"	"ST81Q04_12"	"ST81Q05_12"	"ST29Q01_12"	"ST29Q02_12"	"ST29Q03_12"	"ST29Q04_12"	"ST29Q05_12"	"ST29Q06_12"	"ST29Q07_12"	"ST29Q08_12"	"ST37Q01_12"	"ST37Q02_12"	"ST37Q03_12"	"ST37Q04_12"	"ST37Q05_12"	"ST37Q06_12"	"ST37Q07_12"	"ST37Q08_12"	"ST36Q01_09"	"ST36Q02_09"	"ST36Q03_09"	"ST36Q04_09"	"ST36Q05_09"	"ST063Q01_15"	"ST063Q02_15"	"ST063Q03_15"	"ST063Q04_15"	"ST063Q05_15"	"ST063Q06_15"	"ST065Q01_15"	"ST129Q01_15"	"ST129Q02_15"	"ST129Q03_15"	"ST129Q04_15"	"ST129Q05_15"	"ST129Q06_15"	"ST129Q07_15"	"ST129Q08_15"	"ST097Q01_15"	"ST097Q02_15"	"ST097Q03_15"	"ST097Q04_15"	"ST097Q05_15"	"ST113Q01_15"	"ST113Q02_15"	"ST113Q03_15"	"ST113Q04_15"	"ST114Q01_15"	"ST103Q01_15"	"ST103Q02_15"	"ST103Q03_15"	"ST103Q04_15"	"ST107Q01_15"	"ST107Q02_15"	"ST107Q03_15"	"ST131Q01_15"	"ST131Q02_15"	"ST131Q03_15"	"ST131Q04_15"	"ST131Q05_15"	"ST131Q06_15"	"ST131Q07_15"	"ST27Q01_6"	"ST27Q02_6"	"ST27Q03_6"	"ST27Q04_6"	"LANG"	"OCIN1"	"OCIN2"	"OCOD1"	"OCOD2"	"Age"	"nationality"	"BFMJ2"	"BMMJ1"	"DISCLIM"	"DISCLIMA"	"DISCLIMS"	"ESCS"	"FAMSTRUC"	"FISCED"	"HISCED"	"HISEI"	"HOMEPOS"	"IMMIG"	"INSTMOT"	"INSTSCIE"	"MATHEFF"	"SCIEEFF"	"METASUM"	"MISCED"	"PARED"	"SCIEEFF"	"STUDREL"	"UNDREM"	"WEALTH"	"pv1math"	"pv2math"	"pv3math"	"pv4math"	"pv5math"	"pv1read"	"pv2read"	"pv3read"	"pv4read"	"pv5read"	"pv1scie"	"pv2scie"	"pv3scie"	"pv4scie"	"pv5scie"	"bookid"	"W_FSTUWT"	"W_FSTR1"	"W_FSTR2"	"W_FSTR3"	"W_FSTR4"	"W_FSTR5"	"W_FSTR6"	"W_FSTR7"	"W_FSTR8"	"W_FSTR9"	"W_FSTR10"	"W_FSTR11"	"W_FSTR12"	"W_FSTR13"	"W_FSTR14"	"W_FSTR15"	"W_FSTR16"	"W_FSTR17"	"W_FSTR18"	"W_FSTR19"	"W_FSTR20"	"W_FSTR21"	"W_FSTR22"	"W_FSTR23"	"W_FSTR24"	"W_FSTR25"	"W_FSTR26"	"W_FSTR27"	"W_FSTR28"	"W_FSTR29"	"W_FSTR30"	"W_FSTR31"	"W_FSTR32"	"W_FSTR33"	"W_FSTR34"	"W_FSTR35"	"W_FSTR36"	"W_FSTR37"	"W_FSTR38"	"W_FSTR39"	"W_FSTR40"	"W_FSTR41"	"W_FSTR42"	"W_FSTR43"	"W_FSTR44"	"W_FSTR45"	"W_FSTR46"	"W_FSTR47"	"W_FSTR48"	"W_FSTR49"	"W_FSTR50"	"W_FSTR51"	"W_FSTR52"	"W_FSTR53"	"W_FSTR54"	"W_FSTR55"	"W_FSTR56"	"W_FSTR57"	"W_FSTR58"	"W_FSTR59"	"W_FSTR60"	"W_FSTR61"	"W_FSTR62"	"W_FSTR63"	"W_FSTR64"	"W_FSTR65"	"W_FSTR66"	"W_FSTR67"	"W_FSTR68"	"W_FSTR69"	"W_FSTR70"	"W_FSTR71"	"W_FSTR72"	"W_FSTR73"	"W_FSTR74"	"W_FSTR75"	"W_FSTR76"	"W_FSTR77"	"W_FSTR78"	"W_FSTR79"	"W_FSTR80"
90000002071	90000002	NA	90000002	71	"EAESE D´ORDINO"	"andorra"	4	1	1	6	2002	1	6	1	1	NA	"1345"	NA	1	9	1	2	2	"4312"	NA	1	9	1	2	2	2	2	2	NA	NA	NA	5	160	NA	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	4	3	4	4	4	4	2	4	5	3	4	2	2	2	2	2	2	1	1	1	1	1	3	2	5	5	5	5	4	2	5	6	6	3	2	4	4	2	2	2	3	2	1	4	3	4	3	3	4	3	3	2	2	2	1	1	2	1	3	3	3	3	4	3	2	1	1	2	1	1	"cfn"	2	1	2	2	1	2	1	3	4	4	4	4	4	3	3	4	4	"directora cine"	4	3	3	4	3	2	2	3	4	3	NA	4	4	4	2	2	2	2	NA	NA	NA	NA	NA	15.9166666666667	NA	NA	NA	-1.041866091	0.35196482	2.640022367	1.60466608920667	NA	6	6	0.614649681528663	2.89687069	NA	-1.086353529	-1.322217615	0.174702868	0.728523219	1.341	6	0.86038961038961	NA	0.391110473	0.311	NA	411.176515712168	411.176515712168	428.074484357746	428.280208105015	413.331672483494	640.844052927524	644.666319229632	643.039193382814	638.622129847679	640.844052927524	538.512448458066	538.522957216104	557.813675380172	548.28498483395	545.249610185312	7	1	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5
90000002072	90000002	NA	90000002	72	"EAESE D´ORDINO"	"andorra"	4	1	23	9	2002	2	5	1	1	NA	"1411"	NA	1	2	1	2	2	"1412"	NA	1	2	1	2	2	1	1	5	NA	NA	NA	NA	160	NA	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	2	3	1	2	1	2	2	3	3	3	4	1	1	2	2	2	3	1	1	1	1	1	3	2	5	6	5	4	4	3	3	6	6	1	1	2	2	1	3	3	4	4	3	3	2	4	4	2	3	2	2	1	1	2	1	2	3	3	2	4	4	4	4	4	1	1	1	2	1	1	NA	1	1	1	1	1	2	1	1	4	4	4	4	4	2	3	2	2	NA	4	3	4	4	3	2	3	3	4	4	NA	4	3	3	1	1	3	2	NA	NA	NA	NA	NA	15.6666666666667	NA	NA	NA	0.498796506	1.84370719	2.640022367	-0.461790190714435	NA	6	6	-0.348043676069154	-1.042911267	NA	0.044455276	-0.011325508	-0.000142691	2.30295958	0.917	6	0.86038961038961	NA	-0.053359481	1.413	NA	469.012731738171	478.707205468607	472.696644556591	459.10642619063	469.012731738171	509.28259727033	511.013605637661	507.862146916261	499.332390490442	502.030374865693	472.416101884889	488.751246979506	472.396616111674	479.773621767908	479.773621767908	1	1	1.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5
90000002073	90000002	NA	90000002	73	"EAESE D´ORDINO"	"andorra"	4	1	12	1	2002	1	6	1	1	NA	"5132"	NA	3	2	2	2	1	"3420"	NA	2	2	2	1	1	4	4	2	NA	NA	NA	3	156	NA	1	1	1	1	9	1	1	1	2	1	9	1	2	2	1	1	2	3	2	4	2	4	1	1	4	3	4	3	2	3	3	3	3	2	1	2	4	2	3	5	3	5	5	5	3	2	5	5	5	3	1	3	3	3	3	2	3	2	3	4	2	4	3	2	3	1	2	2	2	2	2	2	3	2	3	3	3	3	3	3	2	1	1	2	1	1	"cfn"	2	2	2	2	2	2	2	2	4	4	4	4	4	1	1	1	1	"pediatra"	4	3	4	4	3	3	3	3	3	3	NA	3	3	3	2	2	2	2	NA	NA	NA	NA	NA	16.3333333333333	NA	NA	NA	-0.52086493	0.025735217	2.640022367	-0.592888596477381	NA	5	5	-0.0272975432211102	-0.475560305	NA	0.451099997	1.763167333	-0.480496553	0.31819428	0.493	3	-0.275974025974026	NA	-1.22769255	-1.16	NA	433.79915943694	417.707910719713	435.510526354886	429.128622932067	435.510526354886	551.897591786734	541.34460421084	545.02437580973	553.567876729733	551.232194206499	536.629637309422	527.683348232459	534.377080074151	523.668406317085	537.09023603588	2	1	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5
90000002074	90000002	NA	90000002	74	"EAESE D´ORDINO"	"andorra"	4	1	5	8	2002	2	6	1	1	NA	"4220"	NA	2	2	2	2	2	"1120"	NA	3	2	2	2	2	1	2	2	NA	NA	NA	NA	156	NA	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	4	3	4	4	3	2	1	3	4	4	3	1	1	2	2	2	2	2	1	1	1	1	4	4	6	6	5	4	3	1	5	4	6	1	1	4	3	1	3	2	2	3	3	2	1	2	2	1	1	2	3	2	1	2	1	1	3	2	3	1	1	1	2	2	9	9	9	9	9	1	NA	2	1	2	2	2	1	2	1	3	4	4	4	4	1	1	1	1	"biotecnologia"	4	3	3	3	4	3	4	4	4	4	NA	4	3	4	2	2	1	2	NA	NA	NA	NA	NA	15.75	NA	NA	NA	-0.52086493	-1.92425124	1.628947084	-0.0665026444662547	NA	2	3	0.857142857142857	0.877622115	NA	0.451099997	1.763167333	-0.000142691	0.955249134	0.917	3	-1.25	NA	-0.053359481	1.413	NA	612.499864899873	588.38073596669	601.945972819284	607.907797509761	601.945972819284	509.971879389111	509.28259727033	520.473865724785	507.647164307253	517.15269610079	489.277126320256	476.386421545456	496.808486381013	479.773621767908	477.81351621698	3	1	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5
90000002075	90000002	NA	90000002	75	"EAESE D´ORDINO"	"andorra"	4	1	14	4	2002	2	6	1	1	NA	"3500"	NA	1	2	1	2	2	"9212"	NA	2	9	9	9	1	2	2	2	NA	NA	NA	6	160	NA	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	2	2	4	3	3	1	1	2	2	3	3	3	2	2	2	2	2	2	1	1	1	1	4	4	3	5	6	3	4	2	3	4	4	2	5	2	2	3	3	3	2	4	3	3	4	4	4	4	4	4	4	1	2	1	1	1	1	1	1	3	3	3	3	3	1	1	1	1	1	1	"cfn"	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	2	3	NA	3	2	4	3	4	4	3	3	4	4	NA	3	3	3	1	2	1	2	NA	NA	NA	NA	NA	16.0833333333333	NA	NA	NA	-0.065406356	0.025735217	2.640022367	0.100247325094532	NA	3	6	0.429026387625114	-0.551004033	NA	-2.298555878	-1.080124379	1.507498876	0.31819428	0.493	6	0.86038961038961	NA	-0.053359481	0.311	NA	645.588467472415	643.716743189883	645.432605453131	645.463535829083	642.396814235621	709.841636683084	697.253835799514	713.066018732111	686.797914109708	708.18786304798	657.370863256766	656.711564710182	662.031058473838	666.114021266856	665.567693234067	4	1	0.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5
90000002076	90000002	NA	90000002	76	"EAESE D´ORDINO"	"andorra"	4	1	30	5	2002	1	6	1	1	NA	"4311"	NA	1	2	2	2	1	"1120"	NA	3	2	2	2	1	1	1	2	NA	NA	NA	NA	160	NA	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	4	3	3	4	4	2	4	1	1	3	4	2	1	2	2	1	2	2	1	2	1	1	3	1	4	5	5	5	3	1	5	6	5	3	1	2	2	1	2	2	3	2	2	4	4	4	2	3	2	4	4	1	3	2	1	2	8	9	2	3	2	9	3	3	2	1	1	1	1	1	"quimica"	2	1	3	2	2	2	3	2	4	4	4	4	4	3	2	3	3	"recursos humanos"	3	2	4	3	4	2	1	3	3	2	NA	3	3	3	2	2	2	2	NA	NA	NA	NA	NA	16	NA	NA	NA	-0.876404801	-0.350958024	2.640022367	-0.0385992971433506	NA	3	4	0.857142857142857	0.232963154	NA	-1.823875637	-0.515171911	0.002341779	0.128679948	0.917	4	-0.600649350649351	NA	0.391110473	0.311	NA	505.304563374264	502.188118921223	491.422879896081	505.119668625088	494.81940368202	535.31131204619	537.975119808131	540.090997803578	543.515771725155	539.769946093901	528.906913374341	528.169875063875	526.739897449062	519.183886809789	524.307996337029	5	1	1.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	0.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5
90000002077	90000002	NA	90000002	77	"EAESE D´ORDINO"	"andorra"	4	1	6	12	2002	1	5	1	1	NA	"4313"	NA	1	2	1	2	2	"3420"	NA	1	2	2	2	2	1	11	2	NA	NA	NA	NA	160	NA	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	3	3	1	4	1	3	2	2	3	3	4	1	1	3	2	2	3	3	1	1	1	1	1	2	5	5	5	5	4	1	4	5	6	2	1	3	1	1	3	2	3	2	3	3	3	4	4	2	2	3	3	2	2	3	2	2	3	3	2	1	3	3	3	4	9	9	9	9	1	1	"cfn"	2	1	3	2	2	1	1	2	4	3	4	4	4	2	2	2	3	NA	3	3	4	3	3	2	3	3	3	3	NA	3	3	3	3	2	2	2	NA	NA	NA	NA	NA	15.4166666666667	NA	NA	NA	-0.52086493	-0.288141954	1.413038338	-0.197961052670177	NA	4	6	-0.0272975432211102	-0.762476922	NA	-0.861488488	-0.011325508	-0.632359598	0.728523219	1.341	6	0.86038961038961	NA	-1.015971071	0.311	NA	450.715807257447	445.174746528359	452.615593345914	437.719876959064	443.05856998127	407.676567776175	407.900525235888	411.79952579775	407.676567776175	412.587107723181	537.09023603588	537.731283580457	519.183886809789	534.440350693332	527.301693019673	6	1	0.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5
90000002078	90000002	NA	90000002	78	"EAESE D´ORDINO"	"andorra"	4	1	7	1	2002	1	6	1	1	NA	"2412"	NA	1	2	1	1	2	"3350"	NA	1	2	1	1	2	1	2	2	NA	NA	NA	NA	156	NA	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	4	4	4	4	3	2	1	2	4	3	3	2	1	2	2	2	2	2	1	1	1	2	3	2	4	5	5	2	4	1	4	5	5	3	4	2	2	1	2	2	2	3	2	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	3	3	3	4	3	9	9	9	9	9	1	"cfn"	2	1	1	2	2	3	2	1	4	4	3	4	4	1	2	1	1	"medico"	3	3	4	4	2	3	3	4	4	4	NA	4	3	4	2	2	1	2	NA	NA	NA	NA	NA	16.3333333333333	NA	NA	NA	-0.876404801	0.35196482	1.500454556	0.788368501169678	NA	6	6	1.0919017288444	0.375836294	NA	NA	1.335823015	NA	0.728523219	1.341	6	0.86038961038961	NA	-0.053359481	1.413	NA	514.086593633675	516.489861576082	515.659662325083	515.814883317634	509.446541927713	539.74810401649	560.561186816162	556.297350664919	553.329421007578	561.448013590236	549.160341842172	543.749798242668	527.301693019673	526.739897449062	535.482132437316	7	1	0.5	0.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5
90000002079	90000002	NA	90000002	79	"EAESE D´ORDINO"	"andorra"	4	1	4	8	2002	2	5	1	1	NA	"4120"	NA	2	2	2	1	1	"7410"	NA	3	2	2	2	1	1	2	2	NA	NA	NA	NA	156	NA	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	2	2	2	4	2	2	1	2	3	3	4	2	2	2	3	2	4	2	1	1	1	2	2	1	4	5	5	3	4	2	5	4	5	1	4	2	1	5	3	3	3	3	3	4	2	3	3	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	3	2	1	1	1	1	1	1	NA	2	2	2	2	3	2	2	2	3	3	4	4	4	2	2	2	2	NA	4	4	4	4	4	4	4	2	2	3	NA	2	2	2	2	3	2	2	NA	NA	NA	NA	NA	15.75	NA	NA	NA	-0.065406356	-0.997036491	0.961891914	-0.767502426997968	NA	3	5	-0.298453139217471	-0.594933679	NA	1.04884686	0.392517031	-0.165997041	0.128679948	0.069	5	-0.275974025974026	NA	-1.015971071	1.413	NA	496.14924024024	505.304563374264	495.303678317603	503.317304538235	491.163656716332	447.673388794611	445.059646852849	450.002127510135	441.022733957747	435.394856135883	426.249546223821	420.557646737455	421.396474714094	425.279296352609	412.990140623786	1	1	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5
90000002080	90000002	NA	90000002	80	"EAESE D´ORDINO"	"andorra"	4	1	10	3	2002	2	6	1	1	NA	"9111"	NA	9	2	2	2	2	"9312"	NA	9	2	2	2	2	4	4	4	NA	NA	NA	1	608	NA	1	1	9	1	9	1	9	9	9	9	9	1	9	1	1	9	4	3	2	4	2	2	1	4	4	3	3	2	2	3	3	4	3	3	1	1	1	1	4	2	1	6	1	1	3	5	3	3	5	1	5	1	1	1	3	3	3	3	3	4	4	4	4	2	4	4	4	2	2	2	3	3	3	4	3	3	3	3	3	3	1	1	1	2	1	1	NA	3	3	3	3	3	3	3	3	4	4	4	4	4	2	2	2	2	"guia montaña"	4	4	4	4	4	3	3	3	3	3	NA	3	3	3	3	3	3	3	NA	NA	NA	NA	NA	16.1666666666667	NA	NA	NA	-0.065406356	0.025735217	2.640022367	-1.11521986636513	NA	9	9	-1.54413102820746	0.106283782	NA	-1.545501164	0.392517031	-1.08033279	-1.066133479	-1.203	9	-0.408131273818391	NA	-1.632220367	-0.792	NA	418.727221716101	422.2473866857	408.812831465599	421.634827304652	417.707910719713	487.486558548369	496.345239104273	495.357074838026	496.296475160854	489.493086245788	432.988119075096	438.802730861967	450.907484915786	431.551315006837	419.514713634593	2	1	0.6464	1.3536	0.6464	0.6464	1.3536	1.3536	1.3536	1.3536	0.6464	1.3536	0.6464	1.3536	0.6464	0.6464	0.6464	0.6464	1.3536	1.3536	0.6464	1.3536	0.6464	1.3536	0.6464	0.6464	1.3536	1.3536	1.3536	1.3536	0.6464	1.3536	0.6464	1.3536	0.6464	0.6464	0.6464	0.6464	1.3536	1.3536	0.6464	1.3536	1.3536	0.6464	1.3536	1.3536	0.6464	0.6464	0.6464	0.6464	1.3536	0.6464	1.3536	0.6464	1.3536	1.3536	1.3536	1.3536	0.6464	0.6464	1.3536	0.6464	1.3536	0.6464	1.3536	1.3536	0.6464	0.6464	0.6464	0.6464	1.3536	0.6464	1.3536	0.6464	1.3536	1.3536	1.3536	1.3536	0.6464	0.6464	1.3536	0.6464
90000002081	90000002	NA	90000002	81	"EAESE D´ORDINO"	"andorra"	4	1	8	9	2002	2	5	1	1	NA	"4120"	NA	1	2	2	2	2	"7411"	NA	4	2	2	1	2	1	1	1	NA	NA	NA	NA	156	NA	1	1	1	1	9	1	1	1	1	1	1	1	2	1	1	2	4	2	2	3	3	2	1	1	2	2	3	2	2	2	2	3	2	2	1	1	1	1	4	4	4	4	4	4	2	2	2	3	3	1	3	2	1	1	4	3	3	2	2	3	2	3	3	3	2	2	3	2	2	2	2	2	2	2	2	3	3	3	3	2	1	1	1	2	1	1	"biologia"	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	NA	2	2	2	2	2	2	2	2	2	2	NA	3	3	3	2	2	2	2	NA	NA	NA	NA	NA	15.6666666666667	NA	NA	NA	-0.310260558	-0.288141954	-1.030395258	-0.695975657075148	NA	5	5	-0.298453139217471	-0.421077827	NA	-0.627291422	0.392517031	-0.165997041	-0.052847823	0.493	4	-0.275974025974026	NA	-0.476436589	-1.895	NA	374.510404896645	376.652778230873	378.13746689108	377.359895701955	368.161957429025	405.999431671075	411.176791439888	411.176791439888	419.457165296273	414.635521920843	474.075607313542	476.386421545456	456.377374138722	475.58954393833	482.509452372203	3	1	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	0.5	0.5	0.5	0.5	1.5	0.5	1.5	0.5	1.5	1.5	1.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5	0.5	0.5	1.5	1.5	1.5	1.5	0.5	1.5	0.5	1.5	0.5	0.5	0.5	0.5	1.5	1.5	0.5	1.5	1.5	0.5
